"Nombre de Cuenta", "Número de Cuenta", "Razon Social", "Nombre Comercial", "RUT", "GR", "Miembro de", "Tipo", "Página web", "EMAIL Principal", "Teléfono Principal", "Facturación Anual", "Celular", "Email (Alternativo)", "Teléfono Secundario", "Fecha Creación Empresa", "Aniversario", "Rubro", "Cantidad Empleados", "Sub Grupo de Actividad", "Modificado por", "Grupo de Actividad", "Exportador?", "Importador?", "RUT anterior", "Interviene DOCUMENTOS", "Empresa Familiar", "Socio CEF", "Fecha de Creación", "Asignado a", "Fuente", "No Enviar Email", "Responsable Pagos", "Fecha de Modificación", "Región / Localidad", "Dirección (Factura)", "Dirección (Envío)", "Ciudad (Factura)", "Ciudad (Envío)", "Código Postal (Factura)", "Código Postal (Envío)", "País (Factura)", "País (Envío)", "Departamento (Factura)", "Departamento (Envío)", "Descripción", "Número único", "Tipo de socio", "Estado"
"Aventura Nativa","ACC3478","Aventura Nativa","Aventura Nativa","0","0","","","","aventuranativa33@gmail.com","","0.00000000","98832819","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"Lo de Teodora","ACC3479","Lo de Teodora","Lo de Teodora","0","0","","","","melalzugaray@hotmail.com","","0.00000000","91658552","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"IFD Treinta y Tres","ACC3480","IFD Treinta y Tres","IFD Treinta y Tres","0","0","","","www.https://ifdtreintaytres.cfe.edu.uy","mariaolivera3382@gmail.com","","0.00000000","99851071","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"Ridebrasil.com (consultorias)","ACC3481","Ridebrasil.com (consultorias)","ridebrasil.com (consultorias)","0","0","","","","rodrigo.turismo.unipampa@gmail.com","","0.00000000","95374561","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"The LandLord Company","ACC3485","The LandLord Company","The LandLord Company","0","0","","","https://the-landlord-company.negocio.site/","santiagozuluaga@thelandlordcompany.com","","0.00000000","99619676","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"GALOFER","ACC3488","GALOFER SA","GALOFER","0","0","","","https://www.coopar.com.uy/EmpresasVinculadas.aspx","wsanchez@arrozur.com.uy","","0.00000000","93793200","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"Granja NJ El Reencuentro","ACC3490","Granja NJ El Reencuentro","Granja NJ El Reencuentro","0","0","","","","dmacoata.marquez@gmail.com","","0.00000000","91428140","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"Consorcio Boskalis Dredging","ACC3493","Consorcio Boskalis Dredging","Consorcio Boskalis Dredging","0","0","","","","macarenatedesco@hotmail.com","","0.00000000","92006120","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Colonia","","","","","","","","","","","D. Villar","","",""
"Solis Seguridad víal","ACC3494","Solis Seguridad víal","Solis Seguridad víal","0","0","","","","pablodaniel_75@hotmail.com","","0.00000000","92217613","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Colonia","","","","","","","","","","","D. Villar","","",""
"Santorini pisos","ACC3495","Santorini pisos","Santorini pisos","0","0","","","www.santorinipisos.com","facundo_solveyra@hotmail.com","","0.00000000","94400739","fpuigferres@gmail.com","92828159","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:36:14","admin","IMPORT","0","","2026-04-17 12:34:21","Colonia","","","","","","","","","","","D. Villar","","",""
"Emunah jaboneria artesanal","ACC3502","Emunah jaboneria artesanal","Emunah jaboneria artesanal","0","0","","","","vsilveiracol@hotmail.com","","0.00000000","98817644","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Granja Los Rosales","ACC3505","Granja Los Rosales SAS","Granja Los Rosales","0","0","","","","guidod77@hotmail.com","","0.00000000","92359545","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"SALTO ABROAD","ACC3506","SALTO ABROAD","SALTO ABROAD","0","0","","","www.saltoabroad.com","lauradiazmerki@hotmail.com","","0.00000000","99551558","info@saltoabroad.com","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Instituto de Turismo y Hoteleria Tercer Milenio","ACC3507","Instituto de Turismo y Hoteleria Tercer Milenio","Instituto de Turismo y Hoteleria Tercer Milenio","0","0","","","www.tercermilenio.uy","walter@marchand.com.uy","","0.00000000","91522620","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"UTEC","ACC3508","UTEC","UTEC","0","0","","","www.utec.edu.uy/es","mariana.morales@utec.edu.uy","","0.00000000","99991911","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Trigo Fuxion","ACC3510","Trigo Fuxion","Trigo Fuxion","0","0","","","","rebecabgi@gmail.com","","0.00000000","91860721","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Yogärt","ACC3511","Yogärt","Yogärt","0","0","","","www.yogart.com.uy","gian.cerrone@estudiantes.utec.edu.uy","","0.00000000","91556677","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Cooperativa Agraria Exportadora de Productores Apícolas","ACC3512","Cooperativa Agraria Exportadora de Productores Apícolas","Cooperativa Agraria Exportadora de Productores Apícolas","0","0","","","www.caepa.com.uy","anaarduingrill@gmail.com","","0.00000000","92465350","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"UDE","ACC3514","Universidad de la Empresa - Colonia","UDE","0","0","","","","votormin@icloud.com","","0.00000000","99368492","Lucialarrama@outlook.com","91078236","","","Servicios de Enseñanza","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Bodega Campotinto","ACC3515","Bodega Campotinto","Bodega Campotinto","0","0","","","www.campotinto.com","Vinos@campotinto.com","","0.00000000","99141087","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"willywilly","ACC3517","willywilly","willywilly","0","0","","","ww.willywillytoys.com/en/","willywillydidacticos@gmail.com","","0.00000000","97304364","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Azanza construcciones","ACC3520","Azanza construcciones","Azanza construcciones","0","0","","","","francisco_azanza@hotmail.com","","0.00000000","91081462","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Cooperativa Agraria de Productos Apicola","ACC3521","Cooperativa Agraria de Productos Apicola","Cooperativa Agraria de Productos Apícola","0","0","","","www.caepa.com.uy","ceciliachambonm@gmail.com","98909941","0.00000000","99714893","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Platonica - Agua Tónica","ACC3522","Platonica - Agua Tónica","Platonica","0","0","","","","gobar015@gmail.com","","0.00000000","98817644","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"Esperanza Servicio de Compañía","ACC3523","Esperanza Servicio de Compañía","Esperanza Servicio de Compañía","0","0","","","www.esperanza.com.uy","juanmanuelebert@gmail.com","","0.00000000","98498024","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Colonia","","","","","","","","","","","D. Villar","","",""
"CLUB NAUTICO DE FLORES","ACC3532","CLUB NAUTICO DE FLORES","CLUB NAUTICO DE FLORES","0","0","","","","fernandezfabia0@gmail.com","","0.00000000","99698374","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"Sabia Uy","ACC3533","Sabia Uy","Sabia Uy","0","0","","","www.danaturaleza.uy","hola.sabiauy@gmail.com","","0.00000000","98227766","","98958507","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"D8 Food and Beer house","ACC3534","D8 Food and Beer house","D8 Food and Beer house","0","0","","","","leonelmesa21@gmail.com","","0.00000000","98958507","","099786297","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"Miel El Tano","ACC3535","Miel El Tano","Miel El Tano","0","0","","","https://www.ande.org.uy/emprendimientos/catalogo-de-emprendimientos/item/miel-el-tano.html","mieleltano1@gmail.com","","0.00000000","98860360","","93813060","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"MARFLIR ART","ACC3542","MARFLIR ART","MARFLIR ART","0","0","","","","mariauxtarde@gmail.com","","0.00000000","98927963","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"Moreira Motors","ACC3544","Moreira Motors","Moreira Motors","0","0","","","www.moreiraautomoviles.com.uy","almobrown@gmail.com","","0.00000000","97306020","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"RBA Ambiental","ACC3545","RBA Ambiental","RBA Ambiental","0","0","","","","zecamposca@hotmail.com","","0.00000000","99623288","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"Grutas del arte","ACC3546","Grutas del arte","Grutas del arte","0","0","","","","flavialezue@gmail.com","","0.00000000","95502784","","98481485","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:22","Flores","","","","","","","","","","","D. Villar","","",""
"Hotel Maxim","ACC3547","Hotel Maxim","Hotel Maxim","0","0","","","www.hotelmaxim.com.uy","gustavou2710@gmail.com","","0.00000000","98481485","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"Tienda Martella","ACC3548","Tienda Martella","Tienda Martella","0","0","","","","lucasmartella93@gmail.com","","0.00000000","91320116","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"Patope","ACC3551","Patope","Patope","0","0","","","","patope1976@gmail.com","","0.00000000","54 911 6 459-1669","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"JC DULCES MOMENTOS","ACC3552","JC DULCES MOMENTOS","JC DULCES MOMENTOS","0","0","","","","gloriadeleonfrs@gmail.com","","0.00000000","92127746","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:05","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"Procelina","ACC3556","Procelina","Procelina","0","0","","","","harguindeguy34@gmail.com","","0.00000000","92343721","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"Purificadores de agua Manantiales del Norte","ACC3558","Purificadores de agua Manantiales del Norte","Purificadores de agua Manantiales del Norte.","0","0","","","","mdanigonzalezg968@gmail.com","","0.00000000","99503924","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"Confecciónes Alisson","ACC3559","Confecciónes Alisson","Confecciónes Alisson","0","0","","","","alisson210270@gmail.com","","0.00000000","98739762","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Flores","","","","","","","","","","","D. Villar","","",""
"Marroni Workspace","ACC3561","Marroni Workspace","Marroni Workspace","0","0","","","","guillermosecco@gmail.com","","0.00000000","99367006","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Zelausy","ACC3563","Zelausy","Zelausy","0","0","","","","zelausyagri@gmail.com","","0.00000000","92278814","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"RMInmobiliaria","ACC3565","RMInmobiliaria","RMInmobiliaria","0","0","","","","rominamurana2@gmail.com","","0.00000000","93831617","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Intendencia de Río Negro","ACC3566","Intendencia de Río Negro","Intendencia de Río Negro","0","0","","","","victoriaperazacappai@gmail.com","","0.00000000","96600096","","","","","Sector Público","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Nogales Global Business","ACC3569","Nogales Global Business","Nogales Global Business","0","0","","","","nogalesgb@gmail.com","","0.00000000","99649604","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Ohal","ACC3570","Ohal","Ohal","0","0","","","","marceci2016@outlook.com","","0.00000000","91048562","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Chisgarabis","ACC3571","Chisgarabis","Chisgarabis","0","0","","","","damian1479@hotmail.com","","0.00000000","91281448","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"kolseller","ACC3574","kolseller","kolseller","0","0","","","","digitalnowsale@gmail.com","","0.00000000","99562787","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Chochona's","ACC3576","Chochona's","Chochona's","0","0","","","","flor_tiscornia_21@hotmail.com","","0.00000000","99425331","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Comunidad Sustentable de Fray Bentos","ACC3577","Comunidad Sustentable de Fray Bentos","Comunidad Sustentable de Fray Bentos","0","0","","","","comunidadsustentablefb@gmail.com","092795616","0.00000000","98689034","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Inmobiliaria Fray Bentos","ACC3578","Inmobiliaria Fray Bentos","Inmobiliaria Fray Bentos","0","0","","","","nelsonj-m@hotmail.com","","0.00000000","92795616","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Tiscornia Hnos","ACC3580","Tiscornia Hnos","Tiscornia Hnos","0","0","","","","tiscornianegocios@hotmail.com","","0.00000000","99458208","","91309544","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","Uruguay","","Río Negro","D. Villar","","",""
"MEHITOR","ACC3581","MEHITOR","MEHITOR","0","0","","","www.mehitor.com","lorena_mehitor@hotmail.com","","0.00000000","99059586","","099560186","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Berti-ya","ACC3583","Berti-ya","Berti-ya","0","0","","","","mauriciobertinat@gmail.com","","0.00000000","91998635","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"Los Tamberitos","ACC3584","Los Tamberitos","Los Tamberitos","0","0","","","www.lostamberitos.com","lostamberitos@gmail.com","","0.00000000","92203303","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","Uruguay","","Río Negro","D. Villar","","",""
"Distribuidora Río Negro","ACC3585","Distribuidora Río Negro","Distribuidora Río Negro","0","0","","","","jenifer.champret@gmail.com","","0.00000000","99560094","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","Uruguay","Uruguay","Río Negro","Río Negro","D. Villar","","",""
"MSN Consultorias","ACC3587","MSN Consultorias","MSN Consultorias","0","0","","","www.msnconsultorias.com","msnconsultorias@gmail.com","","0.00000000","98317529","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","Río Negro","","","","","","","","","","","D. Villar","","",""
"385 group/ CASA fessta","ACC3588","385 group/ CASA fessta","384 group/ CASA fessta","0","0","","","www.casafessta.com.uy","Adrianabozzanocabral@gmail.com","","0.00000000","99074170","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:23","San José","","","","","","","","","","","D. Villar","","",""
"Intendencia de San José","ACC3589","Intendencia de San José","Intendencia de San José","0","0","","","","curan@sanjose.gub.uy","","0.00000000","95869835","","","","","Sector Público","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","Uruguay","Uruguay","San José","San José","D. Villar","","",""
"VROOK","ACC3591","VROOK","VROOK","0","0","","","www.vrook.com.uy","PAOLA.CABALLEROV@GMAIL.COM","","0.00000000","99105366","","099795424","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Quesería El Ombú","ACC3593","EMBAX SA","Quesería El Ombú","216245930018","0","","","","queseriaelombu@gmail.com","","0.00000000","91519468","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","Uruguay","Uruguay","Colonia","Colonia",".","","",""
"Okey Dron","ACC3594","Okey Dron","Okey Dron","0","0","","","","belen.camejo@hotmail.com","","0.00000000","91031054","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"ZHZ","ACC3595","ZHZ","ZHZ","0","0","","","","zoraudahz@hotmail.com","","0.00000000","92881121","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Electricidad Maragata","ACC3597","Electricidad Maragata","Electricidad Maragata","0","0","","","","fabianhernanez86@gmail.com","","0.00000000","99284152","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Della Terra","ACC3598","Della Terra","Della Terra","0","0","","","","paolamarichal10@gmail.com","","0.00000000","95151274","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Todo vinilo","ACC3599","Todo vinilo","Todo vinilo","0","0","","","","luhanayahianara@gmail.com","","0.00000000","99022370","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Optica Florida","ACC3603","Optica Florida","Optica Florida","0","0","","","","enzoelizalde@adinet.com.uy","","0.00000000","91029688","","99925748","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Centro Pyme San José","ACC3604","Centro Pyme San José","Centro Pyme San José","0","0","","","","galesandri@centros.uy","","0.00000000","92931680","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Avance Software","ACC3606","Avance Software","Avance Software","0","0","","","www.avancesoftware.com.uy","german@avancesoftware.com.uy","43441648","0.00000000","99392321","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"SoftTero","ACC3607","SoftTero","SoftTero","0","0","","","","diegocaraballo84@gmail.com","","0.00000000","98634456","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","San José","","","","","","","","","","","D. Villar","","",""
"Loo ba","ACC3613","Loo ba","Loo ba","0","0","","","","marianamillan1508@gmail.com","","0.00000000","99202325","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Confecciones kero","ACC3616","Confecciones kero","Confecciones kero","0","0","","","","confeccioneskero@hotmail.com","","0.00000000","91339614","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"J17 Soluciones Integrales","ACC3618","J17 Soluciones Integrales","J17 Soluciones Integrales","0","0","","","","cristiangutierrezb83@gmail.com","","0.00000000","99175813","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Sazón.uy","ACC3621","Sazón.uy","Sazón.uy","0","0","","","","veronicaduarte583@gmail.com","","0.00000000","91032426","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Setadol SA","ACC3622","Setadol SA","Setadol SA","0","0","","","","kevinnebot2@gmail.com","","0.00000000","95207000","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Posada de campo Casa Abierta","ACC3623","Posada de campo Casa Abierta","Posada de campo Casa Abierta","0","0","","","","elisa.casaabierta@gmail.com","","0.00000000","99345819","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"KUYAY","ACC3625","KUYAY","KUYAY","0","0","","","","patopatof@hotmail.com","","0.00000000","96111489","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Acoradial Ltda","ACC3626","Acoradial Ltda","Acoradial Ltda","0","0","","","www.acoradial.com.uy","josefinamartines1710@gmail.com","45323372","0.00000000","96653859","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Jazz a la calle","ACC3628","Jazz a la calle","Jazz a la calle","0","0","","","","macoco1@gmail.com","","0.00000000","99529427","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Centro PYME Soriano","ACC3631","Centro PYME Soriano","Centro PYME Soriano","0","0","","","","agrasso@centros.uy","","0.00000000","98342649","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Innova Papelería & Decó","ACC3632","Innova Papelería & Decó","Innova Papelería & Decó","0","0","","","","erikaschoffer11@gmail.com","","0.00000000","99354163","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Todo Aventura Guernica","ACC3634","Todo Aventura Guernica","Todo Aventura Guernica","0","0","","","www.todoaventuraguernica.com","todoaventuraguernica@gmail.com","","0.00000000","91672746","msosa2003@vera.com.uy","099396036","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:24","Soriano","","","","","","","","","","","D. Villar","","",""
"Escuela Técnica Prevencionista en Seguridad Industrial","ACC3636","Escuela Técnica Prevencionista en Seguridad Industrial","Escuela Técnica Prevencionista en Seguridad Industrial","0","0","","","","Dabnerod@gmail.com","","0.00000000","95722280","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
"Amate emprendedoras","ACC3637","Amate emprendedoras","Amate emprendedoras","0","0","","","","amateemprendedoras@gmail.com","","0.00000000","94526854","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:37:06","admin","IMPORT","0","","2026-04-17 12:34:25","Canelones","","","","","","","","","","","D. Villar","","",""
